Game #,Seed,Gemini Turn Order,Gemini Rules,Gemini Strategy,Gemini Win,Gemini bluffs,Gemini bluffs_caught,Gemini challenges,Gemini challenges_correct,Gemini card_guesses_total,Gemini card_guesses_correct,Gemini cards_guessed,Gemini cards_guessed_correct,ChatGPT Turn Order,ChatGPT Rules,ChatGPT Strategy,ChatGPT Win,ChatGPT bluffs,ChatGPT bluffs_caught,ChatGPT challenges,ChatGPT challenges_correct,ChatGPT card_guesses_total,ChatGPT card_guesses_correct,ChatGPT cards_guessed,ChatGPT cards_guessed_correct,Grok Turn Order,Grok Rules,Grok Strategy,Grok Win,Grok bluffs,Grok bluffs_caught,Grok challenges,Grok challenges_correct,Grok card_guesses_total,Grok card_guesses_correct,Grok cards_guessed,Grok cards_guessed_correct,Claude Turn Order,Claude Rules,Claude Strategy,Claude Win,Claude bluffs,Claude bluffs_caught,Claude challenges,Claude challenges_correct,Claude card_guesses_total,Claude card_guesses_correct,Claude cards_guessed,Claude cards_guessed_correct,Mistral Turn Order,Mistral Rules,Mistral Strategy,Mistral Win,Mistral bluffs,Mistral bluffs_caught,Mistral challenges,Mistral challenges_correct,Mistral card_guesses_total,Mistral card_guesses_correct,Mistral cards_guessed,Mistral cards_guessed_correct
270,192992941,2,-1,-1,-1,0,0,2,0,0,0,,,1,-1,-1,1,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
271,965460643,2,-1,-1,1,0,0,1,1,0,0,,,1,-1,-1,-1,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
272,1994060811,2,-1,-1,1,0,0,2,2,0,0,,,1,-1,-1,-1,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
273,1837016955,2,-1,-1,-1,0,0,1,0,0,0,,,1,-1,-1,1,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
274,1523901483,2,-1,-1,1,0,0,1,1,0,0,,,1,-1,-1,-1,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
275,94642831,2,-1,-1,1,0,0,0,0,0,0,,,1,-1,-1,-1,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
276,2176736909,2,-1,-1,1,0,0,2,1,0,0,,,1,-1,-1,-1,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
277,3419729322,2,-1,-1,1,0,0,1,1,0,0,,,1,-1,-1,-1,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
278,2064593633,2,-1,-1,-1,0,0,3,1,0,0,,,1,-1,-1,1,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
279,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
280,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
281,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
282,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
283,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
284,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
285,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
286,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
287,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
288,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
289,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
290,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
291,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
292,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
293,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
294,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
295,99,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
296,42,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
297,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
298,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
299,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
300,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
301,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
302,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
303,1100562081,3,1,-1,-1,0,0,4,3,1,0,,,4,1,-1,-1,0,0,1,0,0,0,,,1,1,-1,1,0,0,1,1,2,0,,,-1,-1,1,1,0,0,0,0,,,,,,,,,0,0,,,,,,
304,1624691426,3,1,-1,-1,0,0,2,0,0,0,,,1,1,-1,-1,0,0,2,1,7,4,,,2,1,-1,1,0,0,0,0,8,4,,,-1,-1,1,0,0,0,7,4,,,,,,,,,0,0,,,,,,
305,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
306,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
307,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
308,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
309,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
310,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
311,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
312,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
313,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
314,99,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
315,42,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
316,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
317,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
318,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
319,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
320,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
321,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
322,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
323,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
324,2625633111,4,1,1,0,0,0,2,0,0,0,,,2,1,-1,0,0,0,1,0,8,1,,,3,-1,1,0,0,0,1,0,4,2,,,-1,1,4,0,0,0,8,4,,,,,,,,,0,0,,,,,,
325,2485707010,4,-1,-1,0,0,0,1,0,3,1,,,2,-1,1,0,0,0,2,0,0,0,,,3,1,1,0,0,0,1,0,3,1,,,-1,1,5,0,0,0,5,2,,,,,,,,,0,0,,,,,,
326,2788506561,4,1,-1,0,0,0,3,1,0,0,,,2,1,1,1,0,0,2,1,3,2,,,3,-1,-1,0,0,0,0,0,2,0,,,1,0,2,1,0,0,3,2,,,,,,,,,0,0,,,,,,
327,3260290596,4,-1,1,0,0,0,2,0,0,0,,,2,-1,-1,1,0,0,2,1,7,3,,,3,1,-1,0,0,0,0,0,7,5,,,1,0,1,0,0,0,4,2,,,,,,,,,0,0,,,,,,
328,1223849503,3,-1,1,0,0,0,2,0,0,0,,,1,-1,-1,0,0,0,2,0,4,1,,,2,1,-1,0,0,0,0,0,5,3,,,1,1,1,0,0,0,6,2,,,,,,,,,0,0,,,,,,
329,354939876,3,1,1,0,0,0,2,0,0,0,,,1,1,-1,1,0,0,1,1,5,1,,,2,-1,1,0,0,0,1,0,6,2,,,-1,0,2,0,0,0,4,1,,,,,,,,,0,0,,,,,,
330,783810668,3,-1,-1,0,0,0,3,2,2,0,,,1,-1,1,0,0,0,1,0,0,0,,,2,1,1,1,0,0,1,1,2,0,,,-1,0,2,1,0,0,0,0,,,,,,,,,0,0,,,,,,
331,192992941,3,1,-1,0,0,0,2,0,0,0,,,1,1,1,1,0,0,2,1,2,2,,,2,-1,-1,0,0,0,1,1,1,1,,,1,0,2,1,0,0,0,0,,,,,,,,,0,0,,,,,,
332,965460643,2,1,-1,0,0,0,2,0,0,0,,,4,1,1,0,0,0,1,0,3,2,,,1,-1,-1,0,0,0,0,0,3,1,,,1,1,1,0,0,0,2,1,,,,,,,,,0,0,,,,,,
333,1994060811,2,-1,1,0,0,0,2,0,0,0,,,4,-1,-1,0,0,0,1,0,4,2,,,1,1,-1,0,0,0,2,0,7,6,,,1,1,2,0,0,0,8,3,,,,,,,,,0,0,,,,,,
334,1837016955,2,1,1,0,0,0,2,0,0,0,,,4,1,-1,1,0,0,0,0,7,3,,,1,-1,1,0,0,0,0,0,9,2,,,-1,0,3,0,0,0,7,4,,,,,,,,,0,0,,,,,,
335,1523901483,2,-1,-1,0,0,0,3,1,0,0,,,4,-1,1,1,0,0,0,0,2,2,,,1,1,1,0,0,0,0,0,3,1,,,-1,0,1,0,0,0,3,2,,,,,,,,,0,0,,,,,,
336,2064593633,1,-1,-1,0,0,0,3,1,0,0,,,3,-1,1,0,0,0,0,0,0,0,,,4,1,1,1,0,0,2,2,1,1,,,-1,0,2,2,0,0,2,2,,,,,,,,,0,0,,,,,,
337,3419729322,1,1,-1,0,0,0,3,1,0,0,,,3,1,1,0,0,0,2,1,4,0,,,4,-1,-1,1,0,0,0,0,4,0,,,1,0,3,1,0,0,4,2,,,,,,,,,0,0,,,,,,
338,2176736909,1,-1,1,0,0,0,3,1,0,0,,,3,-1,-1,0,0,0,2,0,6,1,,,4,1,-1,1,0,0,0,0,8,3,,,1,0,6,1,0,0,7,4,,,,,,,,,0,0,,,,,,
339,94642831,1,1,1,0,0,0,2,0,0,0,,,3,1,-1,1,0,0,1,0,3,2,,,4,-1,1,0,0,0,2,1,3,2,,,-1,0,2,0,0,0,4,2,,,,,,,,,0,0,,,,,,
340,3419729322,4,1,1,0,0,0,3,1,0,0,,,2,1,-1,0,0,0,2,0,3,2,,,3,-1,1,1,0,0,0,0,2,0,,,-1,0,1,1,0,0,3,1,,,,,,,,,0,0,,,,,,
341,1523901483,4,-1,-1,1,0,0,2,1,5,2,,,2,-1,1,0,0,0,1,0,0,0,,,3,1,1,0,0,0,2,0,4,2,,,-1,0,1,1,0,0,4,1,,,,,,,,,0,0,,,,,,
342,3260290596,4,1,-1,0,0,0,2,0,0,0,,,2,1,1,0,0,0,1,0,6,3,,,3,-1,-1,0,0,0,0,0,5,3,,,1,1,2,0,0,0,7,3,,,,,,,,,0,0,,,,,,
343,2064593633,4,-1,1,0,0,0,2,0,0,0,,,2,-1,-1,1,0,0,1,1,3,2,,,3,1,-1,0,0,0,0,0,3,2,,,1,0,3,0,0,0,4,2,,,,,,,,,0,0,,,,,,
344,1994060811,3,-1,1,0,0,0,2,1,0,0,,,1,-1,-1,0,0,0,1,0,0,0,,,2,1,-1,0,0,0,1,0,4,2,,,1,1,0,1,0,0,3,3,,,,,,,,,0,0,,,,,,
345,192992941,3,1,1,0,0,0,2,0,0,0,,,1,1,-1,0,0,0,3,1,2,1,,,2,-1,1,1,0,0,0,0,1,0,,,-1,0,2,0,0,0,0,0,,,,,,,,,0,0,,,,,,
346,94642831,3,-1,-1,0,0,0,3,1,0,0,,,1,-1,1,0,0,0,1,0,0,0,,,2,1,1,1,0,0,1,1,0,0,,,-1,0,2,1,0,0,0,0,,,,,,,,,0,0,,,,,,
347,1837016955,3,1,-1,0,0,0,2,0,0,0,,,1,1,1,0,0,0,1,0,6,3,,,2,-1,-1,1,0,0,1,1,5,1,,,1,0,2,0,0,0,4,2,,,,,,,,,0,0,,,,,,
348,354939876,2,1,-1,0,0,0,3,1,0,0,,,4,1,1,0,0,0,2,0,6,2,,,1,-1,-1,1,0,0,1,1,6,2,,,1,0,4,1,0,0,4,2,,,,,,,,,0,0,,,,,,
349,2485707010,2,-1,1,0,0,0,3,1,0,0,,,4,-1,-1,0,0,0,1,0,0,0,,,1,1,-1,0,0,0,2,1,2,1,,,1,1,1,1,0,0,3,2,,,,,,,,,0,0,,,,,,
350,783810668,2,1,1,0,0,0,2,1,3,1,,,4,1,-1,0,0,0,2,0,0,0,,,1,-1,1,0,0,0,2,1,5,1,,,-1,1,3,0,0,0,3,1,,,,,,,,,0,0,,,,,,
351,965460643,2,-1,-1,0,0,0,5,4,2,0,,,4,-1,1,0,0,0,1,1,3,2,,,1,1,1,1,0,0,0,0,3,0,,,-1,0,1,0,0,0,0,0,,,,,,,,,0,0,,,,,,
352,2788506561,1,-1,-1,0,0,0,2,0,0,0,,,3,-1,1,0,0,0,2,1,3,3,,,4,1,1,1,0,0,0,0,4,3,,,-1,0,1,0,0,0,0,0,,,,,,,,,0,0,,,,,,
353,2176736909,1,1,-1,0,0,0,3,1,0,0,,,3,1,1,0,0,0,1,0,0,0,,,4,-1,-1,1,0,0,1,1,5,3,,,1,0,4,1,0,0,6,4,,,,,,,,,0,0,,,,,,
354,1223849503,1,-1,1,0,0,0,2,1,0,0,,,3,-1,-1,0,0,0,3,2,5,5,,,4,1,-1,1,0,0,0,0,5,2,,,1,0,3,1,0,0,4,2,,,,,,,,,0,0,,,,,,
355,2625633111,1,1,1,0,0,0,3,1,0,0,,,3,1,-1,1,0,0,1,1,2,0,,,4,-1,1,0,0,0,0,0,2,1,,,-1,0,1,1,0,0,0,0,,,,,,,,,0,0,,,,,,
356,192992941,4,1,1,0,0,0,2,0,0,0,,,2,1,-1,1,0,0,2,2,2,0,,,3,-1,1,0,0,0,1,0,0,0,,,-1,0,3,2,0,0,2,1,,,,,,,,,0,0,,,,,,
357,3419729322,4,-1,-1,0,0,0,1,0,3,1,,,2,-1,1,0,0,0,1,0,0,0,,,3,1,1,1,0,0,1,1,2,2,,,-1,0,1,0,0,0,3,3,,,,,,,,,0,0,,,,,,
358,1994060811,4,1,-1,0,0,0,3,1,2,2,,,2,1,1,0,0,0,3,1,0,0,,,3,-1,-1,1,0,0,0,0,2,0,,,1,0,1,1,0,0,0,0,,,,,,,,,0,0,,,,,,
359,2485707010,4,-1,1,0,0,0,1,1,0,0,,,2,-1,-1,0,0,0,4,2,2,0,,,3,1,-1,1,0,0,0,0,1,0,,,1,0,2,1,0,0,0,0,,,,,,,,,0,0,,,,,,
360,1837016955,3,-1,1,0,0,0,3,1,0,0,,,1,-1,-1,1,0,0,2,1,2,1,,,2,1,-1,0,0,0,1,1,1,0,,,1,0,2,1,0,0,0,0,,,,,,,,,0,0,,,,,,
361,1523901483,3,1,1,1,0,0,2,1,2,2,,,1,1,-1,0,0,0,3,1,0,0,,,2,-1,1,0,0,0,0,0,0,0,,,-1,0,2,1,0,0,2,2,,,,,,,,,0,0,,,,,,
362,1223849503,3,-1,-1,0,0,0,2,0,0,0,,,1,-1,1,0,0,0,2,0,0,0,,,2,1,1,1,0,0,0,0,2,1,,,-1,0,0,0,0,0,2,1,,,,,,,,,0,0,,,,,,
363,354939876,3,1,-1,0,0,0,2,0,0,0,,,1,1,1,0,0,0,2,0,5,2,,,2,-1,-1,1,0,0,0,0,4,2,,,1,0,2,0,0,0,4,3,,,,,,,,,0,0,,,,,,
364,2788506561,2,1,-1,0,0,0,2,0,0,0,,,4,1,1,0,0,0,1,0,4,1,,,1,-1,-1,0,0,0,0,0,12,7,,,1,1,4,0,0,0,10,7,,,,,,,,,0,0,,,,,,
365,2176736909,2,-1,1,0,0,0,2,1,0,0,,,4,-1,-1,1,0,0,3,2,2,2,,,1,1,-1,0,0,0,1,0,2,0,,,1,0,2,1,0,0,0,0,,,,,,,,,0,0,,,,,,
366,2625633111,2,1,1,0,0,0,2,0,0,0,,,4,1,-1,0,0,0,2,1,3,1,,,1,-1,1,0,0,0,0,0,3,1,,,-1,1,0,1,0,0,2,1,,,,,,,,,0,0,,,,,,
367,783810668,2,-1,-1,0,0,0,3,1,0,0,,,4,-1,1,1,0,0,2,2,4,3,,,1,1,1,0,0,0,0,0,6,2,,,-1,0,3,1,0,0,3,0,,,,,,,,,0,0,,,,,,
368,965460643,1,-1,-1,0,0,0,5,3,0,0,,,3,-1,1,0,0,0,0,0,2,0,,,4,1,1,1,0,0,0,0,2,0,,,-1,0,1,1,0,0,2,0,,,,,,,,,0,0,,,,,,
369,94642831,1,1,-1,0,0,0,2,0,0,0,,,3,1,1,0,0,0,2,1,2,2,,,4,-1,-1,1,0,0,0,0,2,1,,,1,0,1,0,0,0,0,0,,,,,,,,,0,0,,,,,,
370,2064593633,1,-1,1,0,0,0,3,1,0,0,,,3,-1,-1,1,0,0,1,0,6,4,,,4,1,-1,0,0,0,1,0,6,1,,,1,0,2,1,0,0,4,1,,,,,,,,,0,0,,,,,,
371,3260290596,1,1,1,0,0,0,4,3,2,1,,,3,1,-1,1,0,0,2,1,1,1,,,4,-1,1,0,0,0,0,0,0,0,,,-1,0,1,1,0,0,0,0,,,,,,,,,0,0,,,,,,
372,2788506561,4,1,1,0,0,0,4,2,0,0,,,2,1,-1,0,0,0,1,0,0,0,,,3,-1,1,1,0,0,0,0,1,0,,,-1,0,2,1,0,0,2,1,,,,,,,,,0,0,,,,,,
373,783810668,4,-1,-1,0,0,0,3,1,0,0,,,2,-1,1,0,0,0,0,0,6,5,,,3,1,1,1,0,0,0,0,6,5,,,-1,0,1,1,0,0,4,3,,,,,,,,,0,0,,,,,,
374,1223849503,4,1,-1,0,0,0,2,0,0,0,,,2,1,1,0,0,0,2,0,2,1,,,3,-1,-1,1,0,0,1,1,2,0,,,1,0,1,0,0,0,0,0,,,,,,,,,0,0,,,,,,
375,3260290596,4,-1,1,0,0,0,2,0,0,0,,,2,-1,-1,0,0,0,1,0,6,5,,,3,1,-1,0,0,0,1,0,4,2,,,1,1,1,0,0,0,5,4,,,,,,,,,0,0,,,,,,
376,94642831,3,-1,1,0,0,0,3,1,0,0,,,1,-1,-1,0,0,0,1,0,7,6,,,2,1,-1,1,0,0,0,0,6,2,,,1,0,1,1,0,0,4,3,,,,,,,,,0,0,,,,,,
377,2176736909,3,1,1,0,0,0,2,0,0,0,,,1,1,-1,0,0,0,2,0,0,0,,,2,-1,1,1,0,0,1,1,2,2,,,-1,0,1,1,0,0,2,0,,,,,,,,,0,0,,,,,,
378,965460643,3,-1,-1,1,0,0,5,5,2,0,,,1,-1,1,0,0,0,0,0,3,1,,,2,1,1,0,0,0,0,0,3,1,,,-1,0,1,1,0,0,0,0,,,,,,,,,0,0,,,,,,
379,2064593633,3,1,-1,0,0,0,3,1,0,0,,,1,1,1,1,0,0,2,1,1,0,,,2,-1,-1,0,0,0,1,0,0,0,,,1,0,2,2,0,0,1,0,,,,,,,,,0,0,,,,,,
380,1994060811,2,1,-1,0,0,0,1,0,0,0,,,4,1,1,0,0,0,1,0,4,2,,,1,-1,-1,0,0,0,1,1,10,7,,,1,1,4,0,0,0,9,5,,,,,,,,,0,0,,,,,,
381,2625633111,2,-1,1,0,0,0,1,0,0,0,,,4,-1,-1,0,0,0,3,1,5,3,,,1,1,-1,1,0,0,1,1,5,2,,,1,0,1,0,0,0,4,0,,,,,,,,,0,0,,,,,,
382,354939876,2,1,1,0,0,0,3,2,0,0,,,4,1,-1,0,0,0,2,0,2,0,,,1,-1,1,0,0,0,2,1,2,0,,,-1,1,1,1,0,0,2,0,,,,,,,,,0,0,,,,,,
383,192992941,2,-1,-1,0,0,0,2,0,0,0,,,4,-1,1,0,0,0,1,0,4,2,,,1,1,1,1,0,0,1,1,5,1,,,-1,0,4,1,0,0,4,1,,,,,,,,,0,0,,,,,,
384,1837016955,1,-1,-1,0,0,0,4,2,0,0,,,3,-1,1,1,0,0,0,0,2,0,,,4,1,1,0,0,0,1,0,3,0,,,-1,0,1,1,0,0,3,0,,,,,,,,,0,0,,,,,,
385,1523901483,1,1,-1,0,0,0,3,1,0,0,,,3,1,1,0,0,0,1,0,3,1,,,4,-1,-1,1,0,0,0,0,4,1,,,1,0,3,1,0,0,5,3,,,,,,,,,0,0,,,,,,
386,3419729322,1,-1,1,0,0,0,2,0,0,0,,,3,-1,-1,0,0,0,2,0,0,0,,,4,1,-1,1,0,0,1,1,2,0,,,1,0,1,1,0,0,2,0,,,,,,,,,0,0,,,,,,
387,2485707010,1,1,1,0,0,0,2,0,0,0,,,3,1,-1,1,0,0,0,0,5,2,,,4,-1,1,0,0,0,0,0,6,4,,,-1,0,2,0,0,0,4,2,,,,,,,,,0,0,,,,,,
388,3260290596,4,1,1,0,0,0,2,0,0,0,,,2,1,-1,0,0,0,3,1,0,0,,,3,-1,1,1,0,0,0,0,1,0,,,-1,0,2,1,0,0,2,1,,,,,,,,,0,0,,,,,,
389,3419729322,4,-1,-1,0,0,0,2,1,4,2,,,2,-1,1,0,0,0,1,0,0,0,,,3,1,1,1,0,0,0,0,3,0,,,-1,0,2,1,0,0,3,2,,,,,,,,,0,0,,,,,,
390,1523901483,4,1,-1,0,0,0,4,2,2,2,,,2,1,1,0,0,0,1,0,0,0,,,3,-1,-1,1,0,0,0,0,1,1,,,1,0,1,1,0,0,0,0,,,,,,,,,0,0,,,,,,
391,2625633111,4,-1,1,0,0,0,2,0,0,0,,,2,-1,-1,0,0,0,1,0,4,1,,,3,1,-1,1,0,0,0,0,9,2,,,1,0,5,0,0,0,8,2,,,,,,,,,0,0,,,,,,
392,2176736909,3,-1,1,0,0,0,1,0,3,1,,,1,-1,-1,0,0,0,1,0,0,0,,,2,1,-1,0,0,0,2,1,3,3,,,1,1,0,0,0,0,2,1,,,,,,,,,0,0,,,,,,
393,2064593633,3,1,1,0,0,0,2,0,0,0,,,1,1,-1,0,0,0,2,0,0,0,,,2,-1,1,1,0,0,0,0,2,2,,,-1,0,2,0,0,0,4,1,,,,,,,,,0,0,,,,,,
394,2788506561,3,-1,-1,0,0,0,3,1,0,0,,,1,-1,1,0,0,0,0,0,0,0,,,2,1,1,0,0,0,1,1,3,2,,,-1,1,2,0,0,0,3,3,,,,,,,,,0,0,,,,,,
395,2485707010,3,1,-1,0,0,0,2,0,0,0,,,1,1,1,0,0,0,1,0,4,1,,,2,-1,-1,0,0,0,0,0,7,3,,,1,1,0,0,0,0,6,2,,,,,,,,,0,0,,,,,,
396,1223849503,2,1,-1,0,0,0,2,0,0,0,,,4,1,1,0,0,0,1,0,6,3,,,1,-1,-1,1,0,0,0,0,6,3,,,1,0,1,0,0,0,4,1,,,,,,,,,0,0,,,,,,
397,354939876,2,-1,1,0,0,0,3,1,4,0,,,4,-1,-1,0,0,0,2,0,4,0,,,1,1,-1,1,0,0,2,1,5,4,,,1,0,3,1,0,0,4,0,,,,,,,,,0,0,,,,,,
398,192992941,2,1,1,0,0,0,6,4,4,1,,,4,1,-1,1,0,0,0,0,3,2,,,1,-1,1,0,0,0,0,0,4,2,,,-1,0,2,1,0,0,4,3,,,,,,,,,0,0,,,,,,
399,783810668,2,-1,-1,0,0,0,4,2,0,0,,,4,-1,1,1,0,0,1,1,2,1,,,1,1,1,0,0,0,0,0,3,0,,,-1,0,1,1,0,0,3,0,,,,,,,,,0,0,,,,,,
400,1994060811,1,-1,-1,0,0,0,2,0,0,0,,,3,-1,1,1,0,0,1,1,5,2,,,4,1,1,0,0,0,0,0,6,3,,,-1,0,1,1,0,0,4,2,,,,,,,,,0,0,,,,,,
401,1837016955,1,1,-1,0,0,0,3,1,0,0,,,3,1,1,1,0,0,1,1,3,1,,,4,-1,-1,0,0,0,0,0,3,0,,,1,0,3,1,0,0,4,1,,,,,,,,,0,0,,,,,,
402,965460643,1,-1,1,0,0,0,3,2,0,0,,,3,-1,-1,1,0,0,2,2,2,0,,,4,1,-1,0,0,0,1,0,3,0,,,1,0,2,2,0,0,3,0,,,,,,,,,0,0,,,,,,
403,94642831,1,1,1,0,0,0,2,0,0,0,,,3,1,-1,0,0,0,2,0,3,2,,,4,-1,1,1,0,0,0,0,3,2,,,-1,0,1,0,0,0,4,1,,,,,,,,,0,0,,,,,,
404,32896470,4,-1,-1,0,0,0,2,0,0,0,,,3,-1,-1,0,0,0,1,0,0,0,,,2,-1,-1,1,0,0,0,0,0,0,,,-1,0,2,0,0,0,0,0,,,,,,,,,0,0,,,,,,
405,2625633111,4,1,1,0,1,1,1,0,3,2,,,2,1,-1,0,0,0,1,0,5,2,,,3,-1,1,1,0,0,1,1,3,2,,,-1,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,
